QuestionKey,Delta_TP9_mean,Delta_TP9_median,Delta_TP9_std,Delta_TP9_min,Delta_TP9_max,Delta_AF7_mean,Delta_AF7_median,Delta_AF7_std,Delta_AF7_min,Delta_AF7_max,Delta_AF8_mean,Delta_AF8_median,Delta_AF8_std,Delta_AF8_min,Delta_AF8_max,Delta_TP10_mean,Delta_TP10_median,Delta_TP10_std,Delta_TP10_min,Delta_TP10_max,Theta_TP9_mean,Theta_TP9_median,Theta_TP9_std,Theta_TP9_min,Theta_TP9_max,Theta_AF7_mean,Theta_AF7_median,Theta_AF7_std,Theta_AF7_min,Theta_AF7_max,Theta_AF8_mean,Theta_AF8_median,Theta_AF8_std,Theta_AF8_min,Theta_AF8_max,Theta_TP10_mean,Theta_TP10_median,Theta_TP10_std,Theta_TP10_min,Theta_TP10_max,Alpha_TP9_mean,Alpha_TP9_median,Alpha_TP9_std,Alpha_TP9_min,Alpha_TP9_max,Alpha_AF7_mean,Alpha_AF7_median,Alpha_AF7_std,Alpha_AF7_min,Alpha_AF7_max,Alpha_AF8_mean,Alpha_AF8_median,Alpha_AF8_std,Alpha_AF8_min,Alpha_AF8_max,Alpha_TP10_mean,Alpha_TP10_median,Alpha_TP10_std,Alpha_TP10_min,Alpha_TP10_max,Beta_TP9_mean,Beta_TP9_median,Beta_TP9_std,Beta_TP9_min,Beta_TP9_max,Beta_AF7_mean,Beta_AF7_median,Beta_AF7_std,Beta_AF7_min,Beta_AF7_max,Beta_AF8_mean,Beta_AF8_median,Beta_AF8_std,Beta_AF8_min,Beta_AF8_max,Beta_TP10_mean,Beta_TP10_median,Beta_TP10_std,Beta_TP10_min,Beta_TP10_max,Participant,ResponseTime,Category,ET_GazeLeftx_mean,ET_GazeLeftx_median,ET_GazeLeftx_std,ET_GazeLeftx_min,ET_GazeLeftx_max,ET_GazeLefty_mean,ET_GazeLefty_median,ET_GazeLefty_std,ET_GazeLefty_min,ET_GazeLefty_max,ET_GazeRightx_mean,ET_GazeRightx_median,ET_GazeRightx_std,ET_GazeRightx_min,ET_GazeRightx_max,ET_GazeRighty_mean,ET_GazeRighty_median,ET_GazeRighty_std,ET_GazeRighty_min,ET_GazeRighty_max,ET_PupilLeft_mean,ET_PupilLeft_median,ET_PupilLeft_std,ET_PupilLeft_min,ET_PupilLeft_max,ET_PupilRight_mean,ET_PupilRight_median,ET_PupilRight_std,ET_PupilRight_min,ET_PupilRight_max,ET_DistanceLeft_mean,ET_DistanceLeft_median,ET_DistanceLeft_std,ET_DistanceLeft_min,ET_DistanceLeft_max,ET_DistanceRight_mean,ET_DistanceRight_median,ET_DistanceRight_std,ET_DistanceRight_min,ET_DistanceRight_max,FixationCount,SaccadeCount,AvgFixationDuration,AvgSaccadeAmplitude,TotalScanpathLength,MeanGazeVelocity,MeanGazeAcceleration,StdGazeVelocity
2Item1,0.5621865922229097,0.3538859,0.44638705943065676,-0.005231533,1.5821084,0.43169988118208846,0.49508193,0.2767504058418331,-0.2957102,0.7955681,0.24251480872227985,0.25748372,0.1438148690066019,-0.23194313,0.48536298,0.6925296605929022,0.55952907,0.4395053227653453,0.07356463,1.6735739,0.47374399903753256,0.38107616,0.2798240049618435,0.0854595,1.0357186,0.0990432472360275,0.12926435,0.28767565098867515,-0.5755711,0.5262019,0.015683291209559642,0.068681285,0.16237956860994018,-0.45929846,0.22260296,0.5002009719907098,0.4197985,0.32453223903622147,0.044895783,1.1483897,0.8061234378483835,0.7921073,0.20744940805989356,0.4013204,1.2711774,0.2134263716033073,0.24094583,0.20510500553774422,-0.41669106,0.47939372,0.1015290044868116,0.13338895,0.14138167463703583,-0.22847918,0.35154757,0.8126736471237458,0.80051833,0.2995500852228359,0.11907597,1.3035557,0.40929120579895945,0.38036725,0.10680454695935947,0.17358379,0.6542466,0.05069049903844481,0.041750796,0.08129551854656707,-0.0957211,0.1819476,0.3303361408008175,0.35198823,0.09910823080421077,0.025269272,0.46366698,0.4148843519175028,0.42439502,0.11609965628964437,0.11685362,0.66836286,12,17.623109499923885,2,957.868085106383,737.0,497.3317128813854,-1.0,1653.0,481.1848699763593,489.0,214.05373457310245,-1.0,1000.0,959.7508274231678,772.0,476.0149787788033,-1.0,1634.0,503.7593380614657,499.0,207.6383200432082,-1.0,1009.0,0.28873930225417405,-1.0,1.9429878542090238,-1.0,3.629714965820313,0.33778260864546394,-1.0,1.9280109619564039,-1.0,3.438461303710937,587.8226081144725,624.5712280273438,147.61953318186397,-1.0,631.53662109375,597.596018689744,621.3006591796875,117.96831831151243,-1.0,626.0259399414064,58,64,322.4532544819563,6.6739351397192515,1675.1577200695322,26.038457848588468,-80.2763346336717,56.10859051392346
2Item10,0.42257265475057004,0.3651151,0.2914756447945786,-0.27667496,1.0582694,0.5899660607241043,0.59057146,0.23552297936683167,0.041649614,1.1069027,0.22673603926234528,0.22220981,0.4732070746807592,-0.95110536,1.2019267,0.6515054158859934,0.6394132,0.2632564674675138,0.12980092,1.2851573,0.3917570405657003,0.41795376,0.23632665602218578,-0.21600902,0.8528631,0.26368401621003906,0.2580877,0.2201314263793147,-0.17751749,0.65884936,-0.04752627681026059,-0.09604017,0.2940863381802703,-0.65646994,0.6163321,0.3841446943427687,0.33537382,0.23081243500475604,-0.119455114,0.9842171,0.6663267973355048,0.6720218,0.20242119445440995,0.17784396,0.9606062,0.3782862519299674,0.36140934,0.14506944576432457,-0.028634202,0.6441514,0.1951422887821987,0.15589048,0.24085564977954568,-0.1681396,0.7378582,0.573446621252443,0.56295663,0.20623874714177584,0.13030681,0.9824207,0.3583420432009772,0.36334014,0.10153782969338435,0.07993629,0.61012954,0.08669324630140066,0.069358066,0.08701596916992389,-0.06543568,0.2845269,0.33608306686156353,0.33183184,0.0828686984610952,0.10547112,0.5221259,0.35118718003420196,0.34670633,0.09651400736969402,0.17324829,0.59742767,12,20.13911550003104,2,897.0144807612743,763.0,537.122654581852,-1.0,1568.0,470.0939180802648,466.0,197.83508718652757,-1.0,989.0,908.9776582540339,936.0,503.20140283838657,-1.0,1551.0,497.3413322300372,496.0,186.03777010153152,-1.0,1004.0,0.28067132762803193,-1.0,1.9506808342780282,-1.0,3.574371337890625,0.3167816528269808,-1.0,1.9308776823716667,-1.0,3.5037841796875,566.6820900427392,617.2300415039064,170.08715956497443,-1.0,625.716552734375,575.3450185060008,610.58203125,144.04031118847956,-1.0,618.885986328125,61,76,324.2128623444027,5.989565179117314,1485.4121644210938,23.76837693812306,-55.3913659826944,49.39711428429351
2Item2,0.5511571128803764,0.492854285,0.32927995251760184,0.022662608,1.2958363,0.4900053662849911,0.5296617,0.24904733987861646,-0.1507443,0.84756786,0.23524020537409723,0.21973418,0.1633519932357332,-0.082396515,0.5766833,0.6564213914081093,0.65270996,0.31863472898978296,-0.103526175,1.3228374,0.466681780422715,0.4485897,0.25254624192943703,-0.14055853,0.8843578,0.17835831104063618,0.21102382,0.1266217359582896,-0.16808827,0.3806609,-0.02341943936405869,0.03386594,0.14509707632933252,-0.38922048,0.19055933,0.483160660906362,0.5021668,0.2888658646515888,-0.28960788,1.0826259,0.8286433188239247,0.866873185,0.21598825925809986,0.46693358,1.1726615,0.3202794474384409,0.31731263,0.22560974620736335,-0.025260758,0.76794076,0.22539591182157034,0.27095833,0.10109094225520758,-0.12719177,0.36535773,0.763221462547043,0.76293314,0.16976351419427207,0.3224481,1.0331805,0.43834492602822583,0.4359367,0.09408967266950269,0.15467809,0.5851447,0.17958043961820117,0.090535228,0.2538842872666091,-0.0794336,0.8526203,0.29061070877217743,0.29789379,0.10823689295464779,0.0852991,0.4944964,0.4511794795228494,0.41118762,0.11270413977684805,0.25158465,0.69632787,12,14.62464630010072,2,900.7447293447293,730.0,474.7872725589921,-1.0,1638.0,460.1122507122507,490.0,263.54781305166557,-1.0,1017.0,910.5002849002849,741.0,439.03194712748416,-1.0,1597.0,490.34415954415954,520.0,260.4234558474917,-1.0,1006.0,0.27283702535167376,-1.0,1.9420813594738695,-1.0,3.604812622070313,0.33773173362101583,-1.0,1.9377150478149041,-1.0,3.4268341064453125,587.4686046285167,625.3787841796875,149.99985959435853,-1.0,632.505615234375,600.8928540178174,621.1220092773438,110.32863384194161,-1.0,625.890869140625,47,55,343.36877207207425,6.886861425392389,1418.6934536308322,27.579288969565894,-47.9439409350023,59.925646753752034
2Item3,0.572384868851311,0.561462,0.4085034684259367,-0.10549896,1.6681064,0.298269270327622,0.34962943,0.29435314193285445,-0.71836054,0.8019494,0.23465455233431984,0.22697346,0.29940757969843695,-0.516756,0.80440605,0.6057632895729491,0.52035123,0.3692147781696252,-0.014977416,1.6727772,0.5429623657484164,0.51440275,0.24269673613951998,-0.0048563317,1.1088778,0.06701777969081775,0.113097124,0.23721677776942932,-0.79207486,0.4662335,-0.009312745483476116,0.01968424,0.24882206593311237,-0.60937303,0.6041023,0.501820814975597,0.4646997,0.2685827692999864,0.0436891,1.3046395,0.7376144955607477,0.71410275,0.1808849288641131,0.27015013,1.2020736,0.18448639368062045,0.19319065,0.20407229303537053,-0.4092882,0.4836047,0.15742745375909006,0.15547623,0.14563046311317354,-0.2677774,0.3866486,0.7520138626856179,0.74154156,0.22018848839079835,0.23943809,1.3242884,0.4193395934449637,0.40954113,0.10392354886946142,0.2323238,0.6869513,0.039027884648517655,0.046673354,0.08136200992417714,-0.123309374,0.2297612,0.29946497062824506,0.30372444,0.07669946892078376,0.1140592,0.47408977,0.39293027445742473,0.3742789,0.09788281554079133,0.22572234,0.64392227,12,25.24156669992953,2,909.0270627062706,783.0,444.56080157768247,-1.0,1547.0,417.496699669967,413.0,203.94886646992373,-1.0,991.0,912.7036303630363,785.0,422.58552999575255,-1.0,1520.0,439.1841584158416,430.0,197.5992032131376,-1.0,982.0,0.26075571393809305,-1.0,1.935375978251621,-1.0,3.679641723632813,0.3037791085321911,-1.0,1.9157735501402933,-1.0,3.4466552734375,582.6734826015561,624.8338623046875,157.67777253345434,-1.0,632.0533447265625,589.4186149571989,620.1098937988281,134.312398644841,-1.0,626.7381591796875,81,89,341.2747739199962,5.813701329640341,1959.2173480887948,25.525525877943554,-46.991325718326294,52.645677858012455
2Item4,0.726852526762913,0.59510434,0.37783877952135614,0.26568544,1.5371383,0.23783460630606354,0.2693813,0.36083326815525274,-0.42984462,0.77738243,-0.022312032677189602,-0.03969055,0.22750924838772896,-0.5074015,0.45614535,0.6388032281700352,0.583719,0.445293100399811,0.077897936,1.6663071,0.5710107391536734,0.5430292,0.38133937788098676,0.06705006,1.3696188,-0.006530552472139879,-0.004956118,0.2525052608424407,-0.6356015,0.42101794,-0.05491448177852101,-0.04279379,0.19132368338472389,-0.47957635,0.3171131,0.6756479858293231,0.600723,0.2905997789294164,0.344548,1.3787519,0.7102910928617261,0.6298318,0.21715202203827794,0.30006596,1.0701504,0.2601226646432916,0.27727282,0.2772137492402399,-0.21590264,0.66820616,0.15784553733201798,0.20982742,0.1685893916248541,-0.13079949,0.5233384,0.7409989242252165,0.7445871,0.1550349990037714,0.34517488,1.0186898,0.45535819035611164,0.44150862,0.1434417298986247,0.17609335,0.7054292,0.0871208605246872,0.09578817,0.07048823729507575,-0.05765266,0.22410993,0.3492974914244466,0.3692844,0.07880146669687291,0.16938144,0.4624642,0.43406037357234517,0.4356015,0.12740577171386996,0.100702815,0.6453337,12,10.21244009991642,2,759.3885714285715,572.0,514.6179408383267,-1.0,1551.0,463.89551020408163,489.0,191.14761052025486,-1.0,982.0,781.0310204081633,673.0,484.60530130876185,-1.0,1545.0,492.9510204081633,493.0,177.07982363586453,-1.0,1004.0,0.22927487743144132,-1.0,1.9045082381847345,-1.0,3.633346557617188,0.33714147450972576,-1.0,1.9224945204891724,-1.0,3.500946044921875,585.3590926937181,624.6505737304688,151.93598617148766,-1.0,636.7965698242188,602.7966616011639,619.926025390625,100.5213419314381,-1.0,623.02734375,34,38,335.0136282714763,4.9142199980998,717.4761197225708,23.3329329618862,12.882353542235062,43.103372580805406
2Item5,0.5025781956852141,0.36184004,0.4681762140852213,-0.28096682,1.5561688,0.15335147206731878,0.16525775,0.3811607326806321,-0.45249623,0.7830233,-0.1111735533741907,-0.12788163,0.4364967321144897,-0.8417372,0.7262006,0.4540766824728789,0.3192638,0.4774667507605449,-0.3073826,1.6040236,0.4744448119726112,0.43570873,0.3083557160904499,-0.14217366,1.167406,-0.031391739288570836,-0.13161425,0.26914590137806227,-0.39600798,0.52133214,-0.2280134779871499,-0.20523752,0.2981426630862865,-0.9552305,0.37300673,0.4320931184859905,0.4360102,0.3339108573205801,-0.09788794,1.1165048,0.6880206744476935,0.67195046,0.19423124616634543,0.019412268,1.0842178,0.040326700467462936,-0.034725092,0.2230758006454238,-0.42382964,0.46560588,0.06025869854394564,0.016492527,0.20983935902181006,-0.32848036,0.45588195,0.6672617949423394,0.64089036,0.27330746781947474,0.24211183,1.2713485,0.40539157773476114,0.37062714,0.12386600895384894,0.18783346,0.66409284,0.09939535120288304,0.0931822,0.09044512918733641,-0.08790558,0.29364607,0.30413364630930806,0.31714988,0.09408440279475486,0.117310904,0.44627422,0.3817206449814662,0.33034047,0.11547340744710559,0.21879612,0.6296432,12,15.877383599989116,2,769.3011542497377,550.0,494.44190184275413,-1.0,1624.0,469.18677859391397,445.0,198.49854453385305,-1.0,997.0,771.1511017838405,527.5,479.1633732988381,-1.0,1611.0,490.6511017838405,452.0,198.31674204322343,-1.0,1041.0,0.28161615489787595,-1.0,1.949434289938635,-1.0,3.612747192382813,0.3287921917526069,-1.0,1.9385195017032242,-1.0,3.426605224609375,583.4913892075498,625.1810607910156,156.8754832341245,-1.0,631.4564819335938,588.6425330691422,619.9638061523438,135.85376928031624,-1.0,624.7421875,49,55,395.41816068296527,5.049692253577066,898.8452211367178,21.52039752096049,-43.19422555832391,43.55676803787023
2Item6,0.7493852415519323,0.7353489,0.24950894468940082,0.23470685,1.4528296,0.5246775864713165,0.5276313,0.24025818662982731,-0.055263683,0.9831731,0.35227694948285027,0.35226628,0.21241421906077487,-0.20209143,0.7298686,0.9479198415539453,1.0245923,0.2746008788697259,0.35679173,1.386559,0.5843836099758454,0.6166422,0.2084314075086958,0.20296706,1.1617912,0.15770232208997584,0.2328764,0.21279663093125337,-0.3073644,0.53243345,0.037511480111523755,0.047596224,0.16445981193369513,-0.38798124,0.36694622,0.7046862041747182,0.70373565,0.19646288160522593,0.26985002,1.0951036,0.7802928841284219,0.7838118,0.13424882394593182,0.5734401,1.0730679,0.2915098834201691,0.34377453,0.22830267891356507,-0.06898455,1.1674209,0.2310065504238124,0.25080243,0.11146839620393037,-0.08283975,0.56812155,0.8582875472363124,0.88782334,0.15812996551475175,0.45981163,1.0853511,0.4255975153804348,0.4321698,0.06956440964334538,0.2907046,0.5527051,0.11133594195742753,0.104654714,0.13068394298853844,-0.11484829,1.1061575,0.3647258292995169,0.37544852,0.09780146992269657,0.18646647,0.592488,0.45788717141505636,0.45844644,0.0876232921137181,0.23438689,0.6207803,12,16.260320300003514,2,686.2168118913378,559.0,476.3268352655961,-1.0,1612.0,422.69759097898515,352.0,208.1811237762871,-1.0,999.0,690.2972834443875,567.0,455.7886991182412,-1.0,1570.0,444.7693490517683,367.0,207.67554107935194,-1.0,1007.0,0.24798493260667603,-1.0,1.9112818245017797,-1.0,3.660964965820313,0.30141271046648754,-1.0,1.9063567189056354,-1.0,3.5071563720703125,586.4638042440175,623.764404296875,148.4266583857533,-1.0,628.8623046875,594.5691054992832,617.6915893554688,117.47083405584576,-1.0,622.40234375,52,65,522.4633442510998,5.249756785295573,1007.9533027767501,23.52711726053374,-12.559906574665739,47.59808301617001
2Item7,0.6485375045636679,0.5763876,0.3565166189331539,0.07837585,1.4597884,0.39045967921782065,0.5034934,0.42023693801253875,-0.5021163,1.292659,0.2665355914301617,0.3403245,0.3232357012906272,-0.68794644,0.81210434,0.755879535282242,0.78729486,0.41040545332864,-0.2538163,1.4173584,0.524304933760559,0.52266407,0.21436383832428457,0.05894528,1.0031971,0.07411101672343225,0.10091689,0.2431378623203972,-0.5270167,0.51836956,-0.02405093954967813,-0.028113434,0.2346945815943846,-0.5963023,0.38666284,0.5728074988473858,0.572713,0.2269493691006335,0.01836348,1.0495728,0.7906325029392369,0.72435033,0.20769934743496027,0.36142048,1.1834469,0.25698764427578896,0.2448407,0.2768634385906146,-0.40253696,1.1674209,0.1653212683279165,0.12617224,0.2059209945500419,-0.17517185,0.57994014,0.8135688052567122,0.8016321,0.25046049392994496,0.3913969,1.3233454,0.49206912190453767,0.47256818,0.14427308312855544,0.24730009,0.85834837,0.21864203449929345,0.15381667,0.22186580865143066,0.016327718,1.215003,0.39554101355471816,0.39965445,0.10013855929808196,0.08715284,0.6113559,0.4591628281928089,0.4428723,0.14356401527703974,0.1609504,0.8160156,12,20.859496799996123,2,828.7335197762685,648.0,485.6565019772165,-1.0,1514.0,424.9976028765481,400.0,223.5019800497928,-1.0,998.0,851.4642429085097,654.0,447.9111625002245,-1.0,1445.0,459.0691170595286,481.0,216.06223294758036,-1.0,1028.0,0.2593092878389682,-1.0,1.9476490056073807,-1.0,3.652862548828125,0.35275520327755133,-1.0,1.9570593333440485,-1.0,3.526580810546875,581.5203839864819,623.6775512695312,157.28400974793607,-1.0,630.2960815429688,597.0842933548101,617.3081665039064,110.1014989382306,-1.0,621.1857299804688,68,81,340.5508188097573,5.753375681433576,1570.6715610313663,25.210949666131793,-71.386067290088,55.4411379353837
2Item8,0.499864072561852,0.42067054,0.38434703879642856,-0.06254646,1.4864342,0.5357273891386545,0.5654063,0.20401223751288625,-0.04695768,0.8714378,0.2752078305023945,0.30189392,0.260271328374489,-0.32438457,0.8773929,0.5853121855459368,0.53590673,0.36223541442373186,-0.120676436,1.3495262,0.23509382768736437,0.24629295,0.2876307739495156,-0.49075037,0.7617689,0.3242732638914878,0.30464745,0.19866366370902716,-0.18931594,0.7311426,0.04920946876498673,0.056861814,0.1403185063201848,-0.4068577,0.3640189,0.48164357020737886,0.47361392,0.20092397110112997,0.18012293,0.9556183,0.7402169109633471,0.7340336,0.25070084883188914,0.055651695,1.2577088,0.33102354022449965,0.29453868,0.28566661579197766,-0.26993203,0.9203497,0.18887137706775983,0.18286018,0.10793803698204692,-0.11074158,0.36387682,0.7663525124909574,0.7410473,0.22889112993277194,0.3226207,1.3245683,0.4601232345912708,0.47062,0.07439002032987012,0.241679,0.6581875,0.1408683141472221,0.070785835,0.21704071357938692,-0.102319494,0.7280896,0.37077016308656857,0.37602454,0.066004280596888,0.26762635,0.54682755,0.3687932028623101,0.35423374,0.09821036480042625,0.12185176,0.56901366,12,13.541462799999865,2,845.5569230769231,696.0,478.93545166592975,-1.0,1697.0,410.6523076923077,355.0,221.31201442804883,-1.0,1019.0,856.1784615384615,706.0,458.1131737404289,-1.0,1681.0,435.52923076923076,379.0,215.25138079567537,-1.0,1021.0,0.3532691274789663,-1.0,1.9861672548233935,-1.0,3.897705078125,0.3865099815955529,-1.0,1.972433754162256,-1.0,3.8373870849609375,595.554296499399,623.0430908203125,128.4975167475729,-1.0,627.6069946289064,602.5169397911659,616.8344116210938,90.89497326336206,-1.0,620.69384765625,47,52,293.12359752065817,6.254627556478399,1244.6708837392014,26.654076884858256,-86.66137505513696,56.36191046631897
2Item9,0.44267259398945386,0.46050164,0.3202818450268271,-0.10990729,1.5530154,0.6155727258415864,0.55859286,0.3820702527709057,-0.13873108,1.4503063,0.30620367529898723,0.32789978,0.6478056741164259,-0.8244291,2.3128111,0.45913109975463606,0.40010715,0.39643465902197084,-0.19947387,1.5258757,0.3769620022812008,0.36145777,0.23142557129240945,-0.05762429,0.9992252,0.2712693317096533,0.26789653,0.2928996061335197,-0.3728187,0.84784865,-0.0571120437662457,-0.008101531,0.32683317947619706,-0.8295068,0.6582543,0.3376307050289753,0.3339116,0.2775583457569425,-0.11992879,1.0469141,0.6310053845685166,0.58286005,0.20254652526021277,0.33292574,1.173008,0.27325988391184225,0.27026832,0.22277605101253314,-0.10770217,0.6755684,0.16674962449682065,0.16593218,0.19927172706516544,-0.30593717,0.6070869,0.5601214119602305,0.589245,0.23819196066441292,-0.10142835,1.2952206,0.3802358652066024,0.37403914,0.103966984206056,0.19869775,0.6942248,0.20365805160198383,0.16705157,0.23799271895297755,-0.07873847,1.2977655,0.39215444603411986,0.37444663,0.13153748516466648,0.15960309,0.9621059,0.35243366412484767,0.34404263,0.08771841172841496,0.050509054,0.673652,12,29.5400369000854,2,800.7473209249858,427.0,597.1390951024147,-1.0,1713.0,418.54455724760294,421.0,162.00023982635167,-1.0,977.0,794.4500846023689,415.0,587.4786165216849,-1.0,1659.0,429.74675690919344,434.5,162.26412203495764,-1.0,978.0,0.31929637480777195,-1.0,1.9661522770523034,-1.0,3.7616119384765625,0.3079264469222033,-1.0,1.931427375793585,-1.0,4.0721282958984375,576.9392148193773,620.8986511230469,159.89433187022968,-1.0,627.8975219726562,571.7793887031327,615.1021728515625,156.76686716191486,-1.0,619.3636474609375,75,80,609.7950111035246,8.612507146448317,2566.5271296415985,24.22024526136627,-16.395311338576786,54.228178416264036
2spl1,0.5852681314707318,0.52794194,0.28239071665926546,-0.030211184,1.314873,0.4976868465831301,0.6485719,0.5234321374849426,-0.873103,1.1123093,0.33741630960447155,0.48113978,0.42275582718084903,-0.69684273,0.83577466,0.7266026327378049,0.7211519,0.1456327500383672,0.50356525,1.0139475,0.43309538408597564,0.3634414,0.248025276461635,-0.005306527,1.1829015,0.21545507801808944,0.31805596,0.32683477632690466,-0.61446506,0.5874045,0.07589655049205284,0.15932672,0.29248502705160206,-0.6569295,0.5518228,0.42422645110447155,0.4736286,0.22046814279990656,-0.21199743,0.8108656,0.7523093489288618,0.7328209,0.1428269598470177,0.5085728,1.0872307,0.26953709383095525,0.36229184,0.20027269374834655,-0.10428726,0.5278528,0.2331920941487581,0.27703437,0.21199955141546437,-0.32191014,0.50141215,0.6766390601626016,0.65851194,0.18764501536805775,0.3186611,1.0865352,0.43025827124593496,0.43124616,0.08148437096875073,0.19669813,0.5710194,0.21237858748577235,0.2093763,0.0733564310804136,0.04952306,0.37192184,0.36216345527642274,0.35826296,0.07640705967713692,0.18458235,0.5305282,0.36221112054471544,0.3771508,0.0944104438943064,0.1513324,0.56329876,12,16.105887399986386,2,893.0962234868081,666.0,496.4992228733978,-1.0,1564.0,509.524055871702,517.0,193.94953310865492,-1.0,988.0,883.0005173305742,702.0,480.4548639505359,-1.0,1537.0,527.2126228660114,528.0,184.40810637185447,-1.0,999.0,0.31551449889663086,-1.0,1.9611236184312204,-1.0,3.739532470703125,0.3255946696637149,-1.0,1.9215179311411492,-1.0,3.4510955810546875,584.5433608843018,625.4119873046875,155.3247229257209,-1.0,630.5258178710938,590.5810200809137,623.0186767578125,138.965109257919,-1.0,629.4415893554688,57,69,271.63406192384474,7.536231903777781,1914.2029035595565,31.249080467574686,-57.950824474524204,68.89013902310022
2spl2,0.5776370807709421,0.44690242,0.375084737229289,-0.08013435,1.257351,0.6326539892211124,0.64968896,0.19537294681124778,0.016981516,0.9967453,0.42302319644108966,0.48382202,0.2281252768273813,-0.30373648,0.6917096,0.8641164159455165,0.7866939,0.28281206146065535,0.40836564,1.3423414,0.5346174496649262,0.6023382,0.26968062595799447,-0.042810444,0.94576234,0.3124346621523269,0.33093947,0.19674822666861508,-0.36345866,0.6792086,0.1533635659935301,0.17104003,0.17189551292034844,-0.15372454,0.4700597,0.5607470872837684,0.5105914,0.2707347486644318,0.081314035,1.061246,0.6993559164222474,0.64250153,0.19582542165358077,0.309308,1.0468863,0.44030488818388197,0.45472243,0.09656392653234909,0.19743255,0.6503235,0.28647245548989786,0.25686833,0.16903517329853385,-0.21567002,0.5546773,0.6954696141884223,0.65339684,0.21938466392942857,0.31914502,1.1502528,0.4636686164494892,0.45043814,0.13312411041135408,0.23588131,0.7328161,0.12277338555591373,0.12798433,0.07615381410980623,-0.010088944,0.2689583,0.3574039200794552,0.3528573,0.06323607467575365,0.24296719,0.46541002,0.4622504199750284,0.4456672,0.15887577676763306,0.19813743,0.8236861,12,14.449039799976164,2,682.9550173010381,458.5,510.6708521816625,-1.0,1651.0,503.97058823529414,526.0,187.429056399801,-1.0,1011.0,673.9815455594003,460.0,503.8527852492039,-1.0,1622.0,516.4296424452134,535.5,182.92276821751608,-1.0,1000.0,0.30361698243032276,-1.0,1.9647021704595122,-1.0,3.6424407958984375,0.3161020421926813,-1.0,1.9404646423451197,-1.0,3.48199462890625,578.2338764406268,624.1610717773438,163.58053042161941,-1.0,630.2354125976562,581.2990963065776,623.0321044921875,154.5329713552808,-1.0,627.122314453125,42,53,386.25991311828267,6.9633558383662555,1330.0009651279547,25.78658682457712,-1.748123473186671,56.28627091741863
3Item12,0.7925348756504237,0.79436654,0.22514873845639327,0.28058466,1.2833602,0.2099884475981356,0.1611585,0.26787427864591273,-0.41923016,0.81036305,-0.0943693473653178,-0.06794429,0.1845936281874872,-0.67197895,0.5417131,0.5901145631397245,0.6902706,0.3453335914201097,-0.18564877,1.0511978,0.5617821133771186,0.5381338,0.19346936116515961,0.22428127,0.93664163,-0.11263237927427966,-0.14471135,0.20234815058332545,-0.5153166,0.27236837,-0.256669856970339,-0.23977521,0.1623368166092029,-0.6690012,0.3172794,0.400782321341822,0.40088376,0.20412110358094715,-0.11596145,0.7091896,0.7840885481292372,0.7979646,0.13524116450241028,0.52425957,1.2079135,0.13111768250745762,0.2209725,0.2349639165014492,-0.4388479,0.38995448,-0.09396322107635594,-0.07255661,0.12506670838205827,-0.4310801,0.24764208,0.6294311261800848,0.6091119,0.18111902996454618,0.13343078,0.9687948,0.41094545342796607,0.40937537,0.13009123526766467,0.1265939,0.64254564,-0.01019934290615678,-0.0030366513,0.08758110416353308,-0.2642977,0.14110877,0.11562807740593221,0.12344009,0.06168411772283704,-0.02717258,0.24208702,0.3342265755506356,0.32581067,0.12074537454690465,0.070154704,0.6346954,12,15.427699699997902,3,829.9448946515397,615.0,504.0468759728361,-1.0,1521.0,431.1561318206375,444.0,171.49409236992946,-1.0,992.0,824.3468395461913,594.0,489.2641873698795,-1.0,1489.0,453.667206915181,463.0,173.13489663305998,-1.0,1028.0,0.2884862272240934,-1.0,1.9262132029960377,-1.0,3.600555419921875,0.30029165802743873,-1.0,1.902572195253723,-1.0,3.4503173828125,573.6743716379555,613.0504150390625,150.69305987322304,-1.0,618.7901000976562,576.2954347219936,609.7946166992188,138.74787603653672,-1.0,615.2910766601562,56,58,297.74754597700326,5.141064118308175,1110.4698495545658,25.810903454269624,106.04915842974691,50.80674240994072
